,Phylum,Class,Order,Family,Genus
ASV1139,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9
ASV1140,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV1141,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,
ASV1142,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola
ASV1143,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
ASV1144,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium
ASV1145,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV1146,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV1147,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Oceanospirillum
ASV1149,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV1150,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV1151,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus
ASV1152,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV1153,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
ASV1154,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
ASV1155,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
ASV1156,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV1157,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia
ASV1158,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
ASV1159,Patescibacteria,Saccharimonadia,Saccharimonadales,,
ASV1160,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
ASV1161,Proteobacteria,Alphaproteobacteria,,,
ASV1162,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV1163,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV1164,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
ASV1165,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
ASV1166,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax
ASV1167,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV1168,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,
ASV1169,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV1170,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,
ASV1171,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV1172,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariivita
ASV1173,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
ASV1174,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1176,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV1177,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV1178,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
ASV1179,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV1180,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV1181,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1182,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV1183,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,
ASV1184,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1185,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV1186,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV1187,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooctadecabacter
ASV1188,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
ASV1189,Proteobacteria,Gammaproteobacteria,,,
ASV1190,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
ASV1191,Proteobacteria,Alphaproteobacteria,,,
ASV1192,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cribrihabitans
ASV1193,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,
ASV1194,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV1195,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cedecea
ASV1196,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV1197,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV1198,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV1199,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1200,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella
ASV1201,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Collimonas
ASV1202,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV1203,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halodurantibacterium
ASV1204,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
ASV1205,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV1206,Proteobacteria,Gammaproteobacteria,,,
ASV1207,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV1208,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooctadecabacter
ASV1209,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Aestuariispira
ASV1210,Epsilonbacteraeota,Campylobacteria,Campylobacterales,,
ASV1211,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV1212,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
ASV1213,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
ASV1214,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia
ASV1215,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,,
ASV1216,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV1217,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV1219,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV1220,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
ASV1221,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV1222,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV1224,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV1225,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas
ASV1226,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV1227,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
ASV1228,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV1229,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
ASV1231,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Vallitalea
ASV1233,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV1234,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
ASV1235,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV1236,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
ASV1237,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV1239,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV1240,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer
ASV1241,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV1242,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1243,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter
ASV1244,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV1245,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV1246,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV1247,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV1248,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
ASV1249,Proteobacteria,Gammaproteobacteria,HOC36,,
ASV1250,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
ASV1251,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
ASV1253,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1254,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter
ASV1255,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV1256,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV1257,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Nafulsella
ASV1258,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter
ASV1259,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV1260,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
ASV1261,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV1262,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium
ASV1263,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV1264,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV1265,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV1267,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV1268,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV1269,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV1270,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodopirillaceae,Defluviicoccus
ASV1271,Proteobacteria,Alphaproteobacteria,,,
ASV1272,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV1273,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV1274,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
ASV1275,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV1276,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV1277,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria
ASV1278,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV1279,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1280,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
ASV1281,Cyanobacteria,Sericytochromatia,,,
ASV1282,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
ASV1283,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib
ASV1284,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV1285,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV1286,,,,,
ASV1287,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,
ASV1289,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV1290,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
ASV1291,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,
ASV1292,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV1293,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1294,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
ASV1295,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV1296,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV1297,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV1298,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Lacimicrobium
ASV1299,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV1300,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,
ASV1301,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV1302,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV1303,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1305,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium
ASV1308,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
ASV1309,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV1311,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis
ASV1312,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV1313,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV1314,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV1315,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV1316,Proteobacteria,Gammaproteobacteria,BD72BR169,,
ASV1317,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1318,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV1319,Proteobacteria,Deltaproteobacteria,PB19,,
ASV1320,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,
ASV1321,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV1322,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Planktosalinus
ASV1323,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV1324,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,
ASV1325,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV1326,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV1327,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
ASV1328,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia
ASV1329,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,
ASV1330,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum
ASV1331,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1332,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter
ASV1333,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV1334,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV1335,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV1336,Proteobacteria,Gammaproteobacteria,,,
ASV1337,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV1338,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,
ASV1339,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV1340,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV1341,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,
ASV1342,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola
ASV1343,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
ASV1344,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV1346,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV1347,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV1348,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV1349,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,
ASV1350,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV1351,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,
ASV1353,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
ASV1354,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV1355,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Fritschea
ASV1356,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
ASV1357,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis
ASV1358,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
ASV1360,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter
ASV1361,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola
ASV1362,Epsilonbacteraeota,Campylobacteria,Campylobacterales,,
ASV1363,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Piscinibacter
ASV1364,Proteobacteria,Deltaproteobacteria,Myxococcales,,
ASV1366,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,
ASV1369,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV1370,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1371,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter
ASV1372,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV1373,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum
ASV1375,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,
ASV1376,,,,,
ASV1377,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
ASV1378,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax
ASV1379,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
ASV1380,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV1381,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV1382,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1383,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV1384,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Tatumella
ASV1385,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
ASV1386,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_Incertae_Sedis,Constrictibacter
ASV1387,Proteobacteria,Alphaproteobacteria,,,
ASV1388,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV1389,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,
ASV1390,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV1391,Proteobacteria,Alphaproteobacteria,,,
ASV1392,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera
ASV1393,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV1394,Bacteroidetes,Bacteroidia,,,
ASV1395,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV1396,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV1397,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,
ASV1398,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,
ASV1399,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV1400,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV1401,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1402,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
ASV1403,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV1404,Proteobacteria,Gammaproteobacteria,Alteromonadales,,
ASV1406,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,
ASV1407,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum
ASV1408,Actinobacteria,Acidimicrobiia,Microtrichales,,
ASV1409,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
ASV1410,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV1411,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib
ASV1412,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV1413,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Lentilitoribacter
ASV1414,Proteobacteria,Gammaproteobacteria,,,
ASV1415,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV1416,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,
ASV1417,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV1418,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV1419,,,,,
ASV1420,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV1421,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia
ASV1422,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV1423,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV1424,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV1425,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus_1
ASV1426,Firmicutes,Bacilli,Bacillales,Bacillaceae,
ASV1427,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
ASV1428,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,
ASV1429,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV1430,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV1431,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga
ASV1432,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,
ASV1433,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium
ASV1434,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV1435,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,
ASV1436,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
